Date,Open,High,Low,Close,Change(Pips),Change(%)
06/14/2024 00:00,1.07371,1.0745,1.0666,1.0703,-34.1,-0.32,
06/13/2024 00:00,1.08126,1.0817,1.0732,1.07375,-75.1,-0.70,
06/12/2024 00:00,1.074,1.08523,1.0733,1.08126,72.6,0.67,
06/11/2024 00:00,1.07634,1.07735,1.0719,1.07399,-23.5,-0.22,
06/10/2024 00:00,1.07785,1.07812,1.0731,1.07632,-15.3,-0.14,
06/07/2024 00:00,1.08913,1.09017,1.0796,1.0816,-75.3,-0.70,
06/06/2024 00:00,1.0874,1.09019,1.0861,1.08915,17.5,0.16,
06/05/2024 00:00,1.08815,1.0892,1.0853,1.08737,-7.8,-0.07,
06/04/2024 00:00,1.0907,1.0916,1.0858,1.08814,-25.6,-0.24,
06/03/2024 00:00,1.08524,1.0911,1.0826,1.09071,54.7,0.50,
05/31/2024 00:00,1.08311,1.0882,1.081,1.08301,-1.0,-0.01,
05/30/2024 00:00,1.08007,1.08451,1.0787,1.08311,30.4,0.28,
05/29/2024 00:00,1.0851,1.0859,1.07891,1.08008,-50.2,-0.46,
05/28/2024 00:00,1.08614,1.08891,1.0849,1.08509,-10.5,-0.10,
05/27/2024 00:00,1.08464,1.08675,1.08207,1.08613,14.9,0.14,
05/24/2024 00:00,1.08114,1.0858,1.0804,1.0843,31.6,0.29,
05/23/2024 00:00,1.0825,1.0861,1.0803,1.08115,-13.5,-0.12,
05/22/2024 00:00,1.08536,1.08635,1.0816,1.08249,-28.7,-0.27,
05/21/2024 00:00,1.08601,1.0876,1.08423,1.08538,-6.3,-0.06,
05/20/2024 00:00,1.08723,1.08843,1.0852,1.08602,-12.1,-0.11,
05/17/2024 00:00,1.08675,1.0879,1.0834,1.08625,-5.0,-0.05,
05/16/2024 00:00,1.0888,1.0895,1.0853,1.08676,-20.4,-0.19,
05/15/2024 00:00,1.08134,1.0891,1.0811,1.0888,74.6,0.69,
05/14/2024 00:00,1.07919,1.0826,1.07652,1.08138,21.9,0.20,
05/13/2024 00:00,1.07699,1.0807,1.0764,1.07918,21.9,0.20,
05/10/2024 00:00,1.07816,1.0791,1.07587,1.0771,-10.6,-0.10,
05/09/2024 00:00,1.07465,1.0787,1.0723,1.07817,35.2,0.33,
05/08/2024 00:00,1.07495,1.0758,1.0733,1.07467,-2.8,-0.03,
05/07/2024 00:00,1.07703,1.0788,1.0745,1.07498,-20.5,-0.19,
05/06/2024 00:00,1.07581,1.0791,1.0754,1.0769,10.9,0.10,
05/03/2024 00:00,1.07299,1.08116,1.0723,1.07599,30.0,0.28,
05/02/2024 00:00,1.07174,1.0732,1.0673,1.0729,11.6,0.11,
05/01/2024 00:00,1.06658,1.0733,1.0648,1.07172,51.4,0.48,
04/30/2024 00:00,1.07145,1.07353,1.0663,1.06657,-48.8,-0.46,
04/29/2024 00:00,1.07069,1.0734,1.0688,1.07146,7.7,0.07,
04/26/2024 00:00,1.07265,1.07528,1.0672,1.07,-26.5,-0.25,
04/25/2024 00:00,1.07,1.07393,1.0677,1.07265,26.5,0.25,
04/24/2024 00:00,1.07023,1.07142,1.0677,1.06996,-2.7,-0.03,
04/23/2024 00:00,1.06537,1.07112,1.0637,1.07022,48.5,0.45,
04/22/2024 00:00,1.06575,1.0671,1.0623,1.06537,-3.8,-0.04,
04/19/2024 00:00,1.06423,1.0678,1.0609,1.0669,26.7,0.25,
04/18/2024 00:00,1.06687,1.0691,1.0638,1.06422,-26.5,-0.25,
04/17/2024 00:00,1.06207,1.06797,1.06058,1.06688,48.1,0.45,
04/16/2024 00:00,1.06243,1.0654,1.0576,1.06208,-3.5,-0.03,
04/15/2024 00:00,1.06459,1.06652,1.0619,1.06244,-21.5,-0.20,
04/12/2024 00:00,1.07259,1.0729,1.0622,1.067,-55.9,-0.52,
04/11/2024 00:00,1.0739,1.0757,1.0698,1.07258,-13.2,-0.12,
04/10/2024 00:00,1.08586,1.0866,1.0727,1.0741,-117.6,-1.09,
04/09/2024 00:00,1.08621,1.08851,1.0846,1.08587,-3.4,-0.03,
04/08/2024 00:00,1.08295,1.0864,1.0819,1.0862,32.5,0.30,
04/05/2024 00:00,1.08363,1.0848,1.079,1.0848,11.7,0.11,
04/04/2024 00:00,1.08377,1.08765,1.0829,1.08362,-1.5,-0.01,
04/03/2024 00:00,1.07679,1.08406,1.0762,1.08378,69.9,0.64,
04/02/2024 00:00,1.07371,1.0779,1.0723,1.07677,30.6,0.28,
04/01/2024 00:00,1.0792,1.0799,1.0729,1.0737,-55,-0.51,
03/29/2024 00:00,1.079,1.0809,1.0766,1.0799,9,0.08,
03/28/2024 00:00,1.08134,1.08267,1.0773,1.07906,-22.8,-0.21,
03/27/2024 00:00,1.08324,1.0839,1.0809,1.08125,-19.9,-0.18,
03/26/2024 00:00,1.08368,1.08643,1.0823,1.08325,-4.3,-0.04,
03/25/2024 00:00,1.08071,1.08423,1.08,1.08369,29.8,0.27,
03/22/2024 00:00,1.08621,1.0868,1.08,1.0861,-1.1,-0.01,
03/21/2024 00:00,1.0936,1.0943,1.0854,1.08618,-74.2,-0.68,
03/20/2024 00:00,1.08616,1.0939,1.0835,1.09368,75.2,0.69,
03/19/2024 00:00,1.08731,1.0878,1.0833,1.0861,-12.1,-0.11,
03/18/2024 00:00,1.08831,1.0907,1.0865,1.0873,-10.1,-0.09,
03/15/2024 00:00,1.08826,1.09,1.0871,1.0889,6.4,0.06,
03/14/2024 00:00,1.0953,1.09549,1.0879,1.0882,-71,-0.65,
03/13/2024 00:00,1.09268,1.09637,1.0918,1.0953,26.2,0.24,
03/12/2024 00:00,1.09303,1.09434,1.0901,1.09267,-3.6,-0.03,
03/11/2024 00:00,1.09427,1.0948,1.0913,1.09305,-12.2,-0.11,
03/08/2024 00:00,1.0949,1.0981,1.0917,1.0939,-10,-0.09,
03/07/2024 00:00,1.0897,1.09512,1.0866,1.09506,53.6,0.49,
03/06/2024 00:00,1.08556,1.09152,1.0841,1.08991,43.5,0.40,
03/05/2024 00:00,1.0854,1.08758,1.08392,1.08555,1.5,0.01,
03/04/2024 00:00,1.08418,1.08669,1.0836,1.08536,11.8,0.11,
03/01/2024 00:00,1.08056,1.08432,1.0797,1.0839,33.4,0.31,
02/29/2024 00:00,1.08384,1.0856,1.0794,1.08056,-32.8,-0.30,
02/28/2024 00:00,1.08411,1.0846,1.0796,1.08383,-2.8,-0.03,
02/27/2024 00:00,1.085,1.0866,1.0831,1.08411,-8.9,-0.08,
02/26/2024 00:00,1.08186,1.08597,1.0811,1.08503,31.7,0.29,
02/23/2024 00:00,1.0825,1.084,1.0811,1.0821,-4,-0.04,
02/22/2024 00:00,1.08198,1.08885,1.0802,1.08255,5.7,0.05,
02/21/2024 00:00,1.08097,1.0825,1.0788,1.08203,10.6,0.10,
02/20/2024 00:00,1.07754,1.0839,1.076,1.08098,34.4,0.32,
02/19/2024 00:00,1.07836,1.07894,1.07401,1.07755,-8.1,-0.08,
02/16/2024 00:00,1.07728,1.0789,1.0731,1.07724,-0.4,0.00,
02/15/2024 00:00,1.07322,1.0786,1.0723,1.07725,40.3,0.37,
02/14/2024 00:00,1.07084,1.0735,1.0693,1.0732,23.6,0.22,
02/13/2024 00:00,1.07718,1.07998,1.0699,1.0707,-64.8,-0.61,
02/12/2024 00:00,1.07978,1.0806,1.0755,1.07713,-26.5,-0.25,
02/09/2024 00:00,1.07777,1.07954,1.076,1.0782,4.3,0.04,
02/08/2024 00:00,1.07751,1.0789,1.0741,1.07771,2.0,0.02,
02/07/2024 00:00,1.07566,1.0785,1.0754,1.07755,18.9,0.18,
02/06/2024 00:00,1.07411,1.07624,1.0722,1.07568,15.7,0.15,
02/05/2024 00:00,1.07794,1.07861,1.0722,1.07408,-38.6,-0.36,
02/02/2024 00:00,1.08742,1.0898,1.07721,1.0786,-88.2,-0.82,
02/01/2024 00:00,1.08039,1.0877,1.08,1.0874,70.1,0.64,
01/31/2024 00:00,1.08428,1.08874,1.0794,1.08037,-39.1,-0.36,
01/30/2024 00:00,1.08336,1.08572,1.081,1.0842,8.4,0.08,
01/29/2024 00:00,1.08421,1.0851,1.0794,1.08335,-8.6,-0.08,
01/26/2024 00:00,1.08456,1.08858,1.0811,1.08416,-4.0,-0.04,
01/25/2024 00:00,1.08807,1.09019,1.0821,1.08453,-35.4,-0.33,
01/24/2024 00:00,1.08573,1.09322,1.085,1.08811,23.8,0.22,
01/23/2024 00:00,1.08774,1.0916,1.08208,1.08572,-20.2,-0.19,
01/22/2024 00:00,1.08912,1.091,1.0875,1.0877,-14.2,-0.13,
01/19/2024 00:00,1.08796,1.0899,1.0864,1.08944,14.8,0.14,
01/18/2024 00:00,1.08859,1.0907,1.0846,1.088,-5.9,-0.05,
01/17/2024 00:00,1.08785,1.0886,1.0844,1.0886,7.5,0.07,
01/16/2024 00:00,1.09448,1.09462,1.0861,1.08783,-66.5,-0.61,
01/15/2024 00:00,1.09449,1.0968,1.0932,1.09446,-0.3,0.00,
01/12/2024 00:00,1.09824,1.09869,1.0934,1.0941,-41.4,-0.38,
01/11/2024 00:00,1.09742,1.09904,1.0929,1.09824,8.2,0.07,
01/10/2024 00:00,1.09319,1.0975,1.0921,1.0974,42.1,0.38,
01/09/2024 00:00,1.09494,1.0967,1.091,1.09313,-18.1,-0.17,
01/08/2024 00:00,1.09413,1.0979,1.09226,1.0949,7.7,0.07,
01/05/2024 00:00,1.0946,1.09985,1.08758,1.0938,-8,-0.07,
01/04/2024 00:00,1.09261,1.0973,1.0914,1.0946,19.9,0.18,
01/03/2024 00:00,1.09415,1.0966,1.08929,1.0926,-15.5,-0.14,
01/02/2024 00:00,1.10366,1.10434,1.09343,1.094,-96.6,-0.88,
01/01/2024 00:00,1.1038,1.1077,1.091,1.1037,-1,-0.01,
12/29/2023 00:00,1.10675,1.1085,1.1023,1.1036,-31.5,-0.29,
12/28/2023 00:00,1.1108,1.11395,1.1054,1.10674,-40.6,-0.37,
12/27/2023 00:00,1.10421,1.1123,1.1027,1.1107,64.9,0.58,
12/26/2023 00:00,1.10186,1.10452,1.1007,1.1042,23.4,0.21,
12/25/2023 00:00,1.1016,1.1086,1.09885,1.10183,2.3,0.02,
12/22/2023 00:00,1.10062,1.10402,1.09938,1.1026,19.8,0.18,
12/21/2023 00:00,1.09432,1.1013,1.0934,1.10056,62.4,0.57,
12/20/2023 00:00,1.09793,1.09795,1.0928,1.0944,-35.3,-0.32,
12/19/2023 00:00,1.09233,1.09874,1.0913,1.09791,55.8,0.51,
12/18/2023 00:00,1.08947,1.0931,1.0893,1.09227,28.0,0.26,
12/15/2023 00:00,1.09932,1.1005,1.0876,1.0907,-86.2,-0.79,
12/14/2023 00:00,1.0883,1.10091,1.0878,1.09933,110.3,1.00,
12/13/2023 00:00,1.07982,1.08966,1.0771,1.08827,84.5,0.78,
12/12/2023 00:00,1.07654,1.08282,1.0759,1.0798,32.6,0.30,
12/11/2023 00:00,1.0765,1.0779,1.0741,1.0765,0,0.00,
12/08/2023 00:00,1.07899,1.08006,1.07232,1.0772,-17.9,-0.17,
12/07/2023 00:00,1.07664,1.08176,1.07549,1.07892,22.8,0.21,
12/06/2023 00:00,1.0794,1.0805,1.0757,1.07663,-27.7,-0.26,
12/05/2023 00:00,1.08373,1.08473,1.0777,1.07933,-44.0,-0.41,
12/04/2023 00:00,1.08854,1.08863,1.0803,1.08374,-48.0,-0.44,
12/01/2023 00:00,1.08917,1.0914,1.08285,1.0891,-0.7,-0.01,
11/30/2023 00:00,1.0973,1.0984,1.08775,1.08916,-81.4,-0.75,
11/29/2023 00:00,1.10041,1.10173,1.0959,1.0973,-31.1,-0.28,
11/28/2023 00:00,1.0959,1.1009,1.0933,1.10041,45.1,0.41,
11/27/2023 00:00,1.09399,1.096,1.0924,1.0959,19.1,0.17,
11/24/2023 00:00,1.09042,1.0949,1.0893,1.0948,43.8,0.40,
11/23/2023 00:00,1.08879,1.09305,1.0886,1.0902,14.1,0.13,
11/22/2023 00:00,1.09168,1.0923,1.0851,1.08878,-29.0,-0.27,
11/21/2023 00:00,1.09446,1.0966,1.0899,1.09166,-28.0,-0.26,
11/20/2023 00:00,1.0905,1.0952,1.0896,1.0944,39,0.36,
11/17/2023 00:00,1.08526,1.0918,1.0823,1.0916,63.4,0.58,
11/16/2023 00:00,1.08543,1.08955,1.0811,1.08531,-1.2,-0.01,
11/15/2023 00:00,1.08777,1.08858,1.083,1.08542,-23.5,-0.22,
11/14/2023 00:00,1.0701,1.08874,1.0691,1.0876,175,1.61,
11/13/2023 00:00,1.06899,1.07062,1.0664,1.0701,11.1,0.10,
11/10/2023 00:00,1.06669,1.0714,1.0655,1.0714,47.1,0.44,
11/09/2023 00:00,1.07112,1.07253,1.0659,1.06667,-44.5,-0.42,
11/08/2023 00:00,1.06958,1.0716,1.0658,1.0711,15.2,0.14,
11/07/2023 00:00,1.07183,1.072,1.0663,1.06957,-22.6,-0.21,
11/06/2023 00:00,1.07311,1.07567,1.07138,1.0717,-14.1,-0.13,
11/03/2023 00:00,1.06152,1.07467,1.0613,1.0735,119.8,1.12,
11/02/2023 00:00,1.05865,1.06676,1.0583,1.06151,28.6,0.27,
11/01/2023 00:00,1.05778,1.05868,1.05166,1.05866,8.8,0.08,
10/31/2023 00:00,1.06137,1.06742,1.0556,1.05777,-36.0,-0.34,
10/30/2023 00:00,1.05616,1.0625,1.0546,1.06135,51.9,0.49,
10/27/2023 00:00,1.05635,1.0597,1.0534,1.0578,14.5,0.14,
10/26/2023 00:00,1.0566,1.05691,1.05185,1.05636,-2.4,-0.02,
10/25/2023 00:00,1.05947,1.0608,1.0558,1.05662,-28.5,-0.27,
10/24/2023 00:00,1.06699,1.0695,1.0582,1.05949,-75.0,-0.71,
10/23/2023 00:00,1.05891,1.06779,1.057,1.0668,78.9,0.74,
10/20/2023 00:00,1.0586,1.06037,1.0564,1.0603,17,0.16,
10/19/2023 00:00,1.05378,1.0616,1.0527,1.05862,48.4,0.46,
10/18/2023 00:00,1.05729,1.05941,1.0522,1.05377,-35.2,-0.33,
10/17/2023 00:00,1.05541,1.0595,1.0531,1.05728,18.7,0.18,
10/16/2023 00:00,1.05219,1.0564,1.0514,1.05543,32.4,0.31,
10/13/2023 00:00,1.05356,1.05586,1.0494,1.0511,-24.6,-0.23,
10/12/2023 00:00,1.06228,1.06397,1.0522,1.05355,-87.3,-0.83,
10/11/2023 00:00,1.06043,1.06347,1.05773,1.0623,18.7,0.18,
10/10/2023 00:00,1.05783,1.062,1.0553,1.0604,25.7,0.24,
10/09/2023 00:00,1.05662,1.0581,1.0518,1.05783,12.1,0.11,
10/06/2023 00:00,1.05461,1.0601,1.0482,1.06,53.9,0.51,
10/05/2023 00:00,1.05063,1.0553,1.0499,1.0545,38.7,0.37,
10/04/2023 00:00,1.04685,1.05321,1.045,1.05066,38.1,0.36,
10/03/2023 00:00,1.04798,1.0494,1.0447,1.0468,-11.8,-0.11,
10/02/2023 00:00,1.05639,1.0592,1.0474,1.04797,-84.2,-0.80,
09/29/2023 00:00,1.0562,1.06171,1.0556,1.0585,23,0.22,
09/28/2023 00:00,1.05053,1.0579,1.049,1.05621,56.8,0.54,
09/27/2023 00:00,1.05687,1.0574,1.0487,1.05053,-63.4,-0.60,
09/26/2023 00:00,1.05913,1.0609,1.056,1.05691,-22.2,-0.21,
09/25/2023 00:00,1.0648,1.06555,1.0574,1.0591,-57,-0.54,
09/22/2023 00:00,1.06602,1.0672,1.0614,1.0671,10.8,0.10,
09/21/2023 00:00,1.06496,1.06735,1.06165,1.06601,10.5,0.10,
09/20/2023 00:00,1.06814,1.0737,1.0646,1.06499,-31.5,-0.30,
09/19/2023 00:00,1.06919,1.0718,1.06738,1.06813,-10.6,-0.10,
09/18/2023 00:00,1.06677,1.0699,1.0653,1.0691,23.3,0.22,
09/15/2023 00:00,1.06354,1.0688,1.0632,1.0672,36.6,0.34,
09/14/2023 00:00,1.07328,1.0754,1.0628,1.06348,-98.0,-0.92,
09/13/2023 00:00,1.07532,1.0765,1.07109,1.07328,-20.4,-0.19,
09/12/2023 00:00,1.07472,1.07687,1.0704,1.07529,5.7,0.05,
09/11/2023 00:00,1.07162,1.07594,1.0708,1.07475,31.3,0.29,
09/08/2023 00:00,1.06975,1.0744,1.0692,1.0712,14.5,0.14,
09/07/2023 00:00,1.07239,1.0732,1.0685,1.0695,-28.9,-0.27,
09/06/2023 00:00,1.07248,1.0749,1.07018,1.07236,-1.2,-0.01,
09/05/2023 00:00,1.0791,1.07983,1.0705,1.0723,-68,-0.63,
09/04/2023 00:00,1.0778,1.0809,1.0773,1.07909,12.9,0.12,
09/01/2023 00:00,1.08419,1.08818,1.07696,1.0796,-45.9,-0.43,
08/31/2023 00:00,1.09292,1.09396,1.0833,1.0842,-87.2,-0.80,
08/30/2023 00:00,1.08691,1.09456,1.0854,1.09294,60.3,0.55,
08/29/2023 00:00,1.08256,1.0893,1.0781,1.08692,43.6,0.40,
08/28/2023 00:00,1.07969,1.083,1.0795,1.08256,28.7,0.27,
08/25/2023 00:00,1.07983,1.08411,1.0765,1.0794,-4.3,-0.04,
08/24/2023 00:00,1.08655,1.0877,1.0792,1.07985,-67.0,-0.62,
08/23/2023 00:00,1.08462,1.0872,1.0801,1.0864,17.8,0.16,
08/22/2023 00:00,1.08971,1.09303,1.0831,1.0845,-52.1,-0.48,
08/21/2023 00:00,1.08745,1.0914,1.0868,1.08973,22.8,0.21,
08/18/2023 00:00,1.08743,1.0894,1.08112,1.089,15.7,0.14,
08/17/2023 00:00,1.08743,1.0919,1.0855,1.08741,-0.2,0.00,
08/16/2023 00:00,1.09037,1.0935,1.087,1.08745,-29.2,-0.27,
08/15/2023 00:00,1.09076,1.09523,1.08952,1.09034,-4.2,-0.04,
08/14/2023 00:00,1.0943,1.0961,1.0874,1.0906,-37,-0.34,
08/11/2023 00:00,1.09816,1.1005,1.0941,1.0963,-18.6,-0.17,
08/10/2023 00:00,1.09769,1.10647,1.0966,1.09814,4.5,0.04,
08/09/2023 00:00,1.09593,1.0996,1.0954,1.0976,16.7,0.15,
08/08/2023 00:00,1.10024,1.1011,1.09287,1.09588,-43.6,-0.40,
08/07/2023 00:00,1.10022,1.1013,1.0964,1.10025,0.3,0.00,
08/04/2023 00:00,1.09511,1.10418,1.0934,1.1025,73.9,0.67,
08/03/2023 00:00,1.0943,1.09626,1.0911,1.09506,7.6,0.07,
08/02/2023 00:00,1.10076,1.10076,1.0917,1.09433,-64.3,-0.59,
08/01/2023 00:00,1.09965,1.102,1.0952,1.10073,10.8,0.10,
07/31/2023 00:00,1.10235,1.1046,1.09914,1.09965,-27.0,-0.25,
07/28/2023 00:00,1.09779,1.10476,1.09429,1.1035,57.1,0.52,
07/27/2023 00:00,1.10777,1.115,1.0964,1.09778,-99.9,-0.91,
07/26/2023 00:00,1.10498,1.11065,1.1036,1.10777,27.9,0.25,
07/25/2023 00:00,1.10627,1.1087,1.102,1.105,-12.7,-0.11,
07/24/2023 00:00,1.11243,1.1147,1.1058,1.10629,-61.4,-0.56,
07/21/2023 00:00,1.11344,1.1145,1.1107,1.1132,-2.4,-0.02,
07/20/2023 00:00,1.1205,1.12291,1.1117,1.11344,-70.6,-0.63,
07/19/2023 00:00,1.12278,1.12402,1.1173,1.12048,-23.0,-0.21,
07/18/2023 00:00,1.12371,1.12757,1.12084,1.12282,-8.9,-0.08,
07/17/2023 00:00,1.1227,1.1249,1.1203,1.12374,10.4,0.09,
07/14/2023 00:00,1.12233,1.1247,1.11878,1.1246,22.7,0.20,
07/13/2023 00:00,1.11403,1.123,1.1128,1.12235,83.2,0.74,
07/12/2023 00:00,1.10133,1.1141,1.101,1.11405,127.2,1.14,
07/11/2023 00:00,1.10051,1.10269,1.0976,1.10134,8.3,0.08,
07/10/2023 00:00,1.09668,1.1009,1.0942,1.1004,37.2,0.34,
07/07/2023 00:00,1.08897,1.0976,1.0865,1.0975,85.3,0.78,
07/06/2023 00:00,1.08552,1.09005,1.0832,1.08896,34.4,0.32,
07/05/2023 00:00,1.08825,1.0908,1.08498,1.08549,-27.6,-0.25,
07/04/2023 00:00,1.0913,1.0917,1.0875,1.08823,-30.7,-0.28,
07/03/2023 00:00,1.09074,1.09339,1.0869,1.09125,5.1,0.05,
06/30/2023 00:00,1.08672,1.0932,1.0834,1.092,52.8,0.48,
06/29/2023 00:00,1.0917,1.09413,1.0859,1.08674,-49.6,-0.46,
06/28/2023 00:00,1.09574,1.09622,1.0896,1.09151,-42.3,-0.39,
06/27/2023 00:00,1.09097,1.0972,1.0901,1.09576,47.9,0.44,
06/26/2023 00:00,1.09064,1.0921,1.0886,1.09098,3.4,0.03,
06/23/2023 00:00,1.09555,1.0959,1.0843,1.0933,-22.5,-0.21,
06/22/2023 00:00,1.09914,1.10118,1.0947,1.09551,-36.3,-0.33,
06/21/2023 00:00,1.09198,1.1007,1.0905,1.09915,71.7,0.65,
